booking_id,date,client_id,supplier_id,booking_value,margin,payment_delay_days,is_late_payment
BK_00716,2025-06-06,CLI_040,SUP_016,62059.7,0.1934,0,0
BK_00717,2025-06-06,CLI_027,SUP_019,89156.78,0.1329,11,0
BK_00718,2025-06-06,CLI_003,SUP_004,88616.9,0.0816,1,0
BK_00719,2025-06-06,CLI_018,SUP_005,26186.18,0.1468,15,0
BK_00720,2025-06-06,CLI_009,SUP_013,144928.28,0.1006,15,0
BK_00721,2025-06-06,CLI_004,SUP_004,147017.7,0.083,17,1
BK_00722,2025-06-06,CLI_041,SUP_006,107555.51,0.1353,10,0
BK_00723,2025-06-07,CLI_020,SUP_020,19439.35,0.1719,21,1
BK_00724,2025-06-07,CLI_028,SUP_018,136996.74,0.1455,18,1
BK_00725,2025-06-07,CLI_048,SUP_018,113285.94,0.083,9,0
BK_00726,2025-06-07,CLI_026,SUP_005,58375.15,0.1738,23,1
BK_00727,2025-06-07,CLI_044,SUP_010,78375.84,0.1593,8,0
BK_00728,2025-06-07,CLI_035,SUP_004,87271.05,0.0906,6,0
BK_00729,2025-06-08,CLI_005,SUP_002,179958.79,0.1551,5,0
BK_00730,2025-06-08,CLI_043,SUP_010,61797.38,0.1437,21,1
BK_00731,2025-06-08,CLI_011,SUP_014,133017.47,0.1595,8,0
BK_00732,2025-06-08,CLI_027,SUP_017,221107.04,0.1077,18,1
BK_00733,2025-06-08,CLI_037,SUP_013,89055.05,0.1866,4,0
BK_00734,2025-06-08,CLI_020,SUP_020,88749.68,0.1862,20,1
BK_00735,2025-06-09,CLI_028,SUP_017,76755.6,0.1581,15,0
BK_00736,2025-06-09,CLI_046,SUP_013,28570.02,0.1759,10,0
BK_00737,2025-06-09,CLI_015,SUP_009,142727.72,0.1993,18,1
BK_00738,2025-06-09,CLI_038,SUP_016,44999.41,0.1806,7,0
BK_00739,2025-06-10,CLI_013,SUP_003,56827.33,0.1073,2,0
BK_00740,2025-06-10,CLI_022,SUP_006,62851.25,0.1083,8,0
BK_00741,2025-06-10,CLI_016,SUP_013,107633.21,0.1228,18,1
BK_00742,2025-06-10,CLI_031,SUP_007,11136.19,0.1022,10,0
BK_00743,2025-06-10,CLI_043,SUP_007,26789.04,0.1333,26,1
BK_00744,2025-06-10,CLI_028,SUP_010,140736.2,0.1218,25,1
BK_00745,2025-06-10,CLI_010,SUP_014,58705.83,0.1668,0,0
BK_00746,2025-06-10,CLI_026,SUP_011,115424.18,0.1519,23,1
BK_00747,2025-06-10,CLI_033,SUP_003,163850.33,0.0827,6,0
BK_00748,2025-06-11,CLI_043,SUP_006,176296.18,0.1044,21,1
BK_00749,2025-06-11,CLI_042,SUP_012,13411.53,0.1469,22,1
BK_00750,2025-06-11,CLI_033,SUP_002,188809.3,0.1079,3,0
BK_00751,2025-06-11,CLI_016,SUP_016,114765.94,0.1706,25,1
BK_00752,2025-06-11,CLI_034,SUP_018,137943.56,0.1837,24,1
BK_00753,2025-06-12,CLI_028,SUP_002,77275.72,0.1238,13,0
BK_00754,2025-06-12,CLI_002,SUP_020,95156.75,0.0827,9,0
BK_00755,2025-06-12,CLI_019,SUP_009,44224.9,0.0854,8,0
BK_00756,2025-06-12,CLI_041,SUP_001,163038.9,0.1023,19,1
BK_00757,2025-06-12,CLI_044,SUP_020,110648.31,0.1625,9,0
BK_00758,2025-06-13,CLI_031,SUP_003,101285.48,0.108,7,0
BK_00759,2025-06-13,CLI_018,SUP_014,37078.94,0.1072,5,0
BK_00760,2025-06-13,CLI_044,SUP_003,136485.98,0.0883,18,1
BK_00761,2025-06-13,CLI_048,SUP_003,54857.24,0.1355,13,0
BK_00762,2025-06-13,CLI_005,SUP_008,69106.75,0.1941,1,0
BK_00763,2025-06-13,CLI_048,SUP_020,46339.14,0.0888,20,1
BK_00764,2025-06-13,CLI_011,SUP_004,158271.32,0.1095,16,1
BK_00765,2025-06-13,CLI_025,SUP_006,81325.81,0.1079,19,1
BK_00766,2025-06-13,CLI_036,SUP_001,93246.5,0.1494,15,0
BK_00767,2025-06-13,CLI_035,SUP_014,138151.64,0.1561,2,0
BK_00768,2025-06-13,CLI_038,SUP_004,82062.9,0.189,6,0
BK_00769,2025-06-14,CLI_030,SUP_007,184589.69,0.1485,9,0
BK_00770,2025-06-14,CLI_022,SUP_001,180193.33,0.1505,0,0
BK_00771,2025-06-14,CLI_003,SUP_013,118973.59,0.1109,9,0
BK_00772,2025-06-14,CLI_044,SUP_007,52422.3,0.1066,5,0
BK_00773,2025-06-14,CLI_033,SUP_008,132045.12,0.0826,8,0
BK_00774,2025-06-14,CLI_005,SUP_011,205491.08,0.0942,2,0
BK_00775,2025-06-14,CLI_036,SUP_016,136072.23,0.1621,24,1
BK_00776,2025-06-14,CLI_016,SUP_004,50119.59,0.1395,17,1
BK_00777,2025-06-14,CLI_040,SUP_001,17829.98,0.1308,3,0
BK_00778,2025-06-15,CLI_043,SUP_019,129764.67,0.0981,24,1
BK_00779,2025-06-15,CLI_012,SUP_005,86120.87,0.0923,6,0
BK_00780,2025-06-15,CLI_007,SUP_007,88046.91,0.1388,11,0
BK_00781,2025-06-15,CLI_021,SUP_003,115337.67,0.1187,4,0
BK_00782,2025-06-15,CLI_011,SUP_019,47395.62,0.094,12,0
BK_00783,2025-06-16,CLI_005,SUP_016,50598.78,0.1529,3,0
BK_00784,2025-06-16,CLI_049,SUP_008,76543.62,0.1484,1,0
BK_00785,2025-06-16,CLI_049,SUP_009,81478.39,0.0816,7,0
BK_00786,2025-06-16,CLI_012,SUP_014,33239.09,0.0865,2,0
BK_00787,2025-06-16,CLI_039,SUP_006,126966.34,0.0847,8,0
BK_00788,2025-06-16,CLI_010,SUP_018,70398.44,0.1133,1,0
BK_00789,2025-06-16,CLI_005,SUP_012,111696.81,0.0843,0,0
BK_00790,2025-06-16,CLI_008,SUP_016,34591.55,0.1919,23,1
BK_00791,2025-06-16,CLI_003,SUP_003,91429.98,0.0924,20,1
BK_00792,2025-06-17,CLI_046,SUP_009,20858.26,0.1557,15,0
BK_00793,2025-06-17,CLI_034,SUP_020,119445.47,0.1931,23,1
BK_00794,2025-06-17,CLI_010,SUP_011,56011.57,0.1532,0,0
BK_00795,2025-06-17,CLI_028,SUP_017,17712.59,0.1757,16,1
BK_00796,2025-06-17,CLI_003,SUP_004,13997.74,0.1119,15,0
BK_00797,2025-06-17,CLI_029,SUP_006,57915.96,0.1983,6,0
BK_00798,2025-06-18,CLI_040,SUP_002,71896.19,0.1118,0,0
BK_00799,2025-06-18,CLI_032,SUP_013,64692.69,0.195,24,1
BK_00800,2025-06-18,CLI_022,SUP_001,31186.36,0.1504,10,0
BK_00801,2025-06-18,CLI_015,SUP_016,112213.55,0.0974,15,0
BK_00802,2025-06-18,CLI_034,SUP_003,69397.42,0.1155,31,1
BK_00803,2025-06-19,CLI_029,SUP_010,63733.62,0.1014,17,1
BK_00804,2025-06-19,CLI_008,SUP_012,126987.4,0.1765,25,1
BK_00805,2025-06-20,CLI_029,SUP_016,133780.31,0.1329,16,1
BK_00806,2025-06-20,CLI_024,SUP_010,140770.06,0.0954,3,0
BK_00807,2025-06-20,CLI_029,SUP_016,38349.26,0.0932,12,0
BK_00808,2025-06-20,CLI_017,SUP_019,40470.16,0.1369,7,0
BK_00809,2025-06-20,CLI_010,SUP_002,98998.29,0.1305,8,0
BK_00810,2025-06-21,CLI_017,SUP_006,45017.1,0.0962,0,0
BK_00811,2025-06-21,CLI_039,SUP_001,52439.1,0.1398,20,1
BK_00812,2025-06-21,CLI_041,SUP_006,53700.97,0.1174,10,0
BK_00813,2025-06-21,CLI_015,SUP_010,185373.84,0.189,18,1
BK_00814,2025-06-22,CLI_027,SUP_013,110538.69,0.1152,13,0
BK_00815,2025-06-22,CLI_003,SUP_007,147833.91,0.1277,19,1
BK_00816,2025-06-22,CLI_038,SUP_006,43852.64,0.1231,21,1
BK_00817,2025-06-22,CLI_020,SUP_015,182902.48,0.1144,15,0
BK_00818,2025-06-22,CLI_017,SUP_007,117048.52,0.1778,4,0
BK_00819,2025-06-22,CLI_042,SUP_004,68052.22,0.1931,17,1
BK_00820,2025-06-23,CLI_028,SUP_009,148178.65,0.1815,9,0
BK_00821,2025-06-23,CLI_016,SUP_017,164230.26,0.0881,24,1
BK_00822,2025-06-23,CLI_037,SUP_019,143801.17,0.1544,3,0
BK_00823,2025-06-23,CLI_036,SUP_015,125618.42,0.0932,18,1
BK_00824,2025-06-23,CLI_034,SUP_010,146912.5,0.1984,22,1
BK_00825,2025-06-23,CLI_030,SUP_008,217300.18,0.1863,4,0
BK_00826,2025-06-23,CLI_015,SUP_004,36193.88,0.1788,9,0
BK_00827,2025-06-24,CLI_047,SUP_012,107919.24,0.171,10,0
BK_00828,2025-06-24,CLI_017,SUP_014,92124.62,0.1306,4,0
BK_00829,2025-06-24,CLI_019,SUP_001,137826.1,0.0982,11,0
BK_00830,2025-06-24,CLI_030,SUP_011,76843.28,0.1573,6,0
BK_00831,2025-06-24,CLI_007,SUP_018,91343.08,0.1736,9,0
BK_00832,2025-06-24,CLI_020,SUP_018,191884.69,0.1426,16,1
BK_00833,2025-06-24,CLI_040,SUP_006,14035.97,0.1748,8,0
BK_00834,2025-06-24,CLI_008,SUP_015,142284.63,0.1965,8,0
BK_00835,2025-06-24,CLI_020,SUP_001,15128.71,0.1327,20,1
BK_00836,2025-06-25,CLI_014,SUP_015,115768.81,0.1955,12,0
BK_00837,2025-06-25,CLI_025,SUP_014,25342.17,0.1698,24,1
BK_00838,2025-06-25,CLI_017,SUP_005,32358.77,0.1476,1,0
BK_00839,2025-06-25,CLI_025,SUP_003,148304.0,0.1344,25,1
BK_00840,2025-06-25,CLI_014,SUP_004,170716.94,0.1471,21,1
BK_00841,2025-06-26,CLI_036,SUP_008,70796.17,0.1428,23,1
BK_00842,2025-06-26,CLI_045,SUP_014,111282.82,0.1373,2,0
BK_00843,2025-06-26,CLI_007,SUP_007,48278.29,0.1731,9,0
BK_00844,2025-06-26,CLI_036,SUP_009,87604.51,0.1383,14,0
BK_00845,2025-06-26,CLI_047,SUP_016,135893.24,0.1154,19,1
BK_00846,2025-06-26,CLI_026,SUP_014,24394.48,0.1827,25,1
BK_00847,2025-06-26,CLI_020,SUP_014,106827.19,0.1785,19,1
BK_00848,2025-06-26,CLI_011,SUP_001,84354.44,0.1152,12,0
BK_00849,2025-06-26,CLI_023,SUP_012,151367.16,0.0989,8,0
BK_00850,2025-06-26,CLI_050,SUP_008,190898.88,0.1884,16,1
BK_00851,2025-06-26,CLI_047,SUP_002,76510.58,0.1008,12,0
BK_00852,2025-06-26,CLI_006,SUP_003,170425.07,0.1038,4,0
BK_00853,2025-06-26,CLI_017,SUP_010,112554.33,0.1734,0,0
BK_00854,2025-06-26,CLI_022,SUP_013,166514.39,0.1509,8,0
BK_00855,2025-06-27,CLI_042,SUP_007,64145.59,0.1016,15,0
BK_00856,2025-06-27,CLI_050,SUP_018,36369.96,0.086,11,0
BK_00857,2025-06-27,CLI_033,SUP_008,109475.33,0.1728,9,0
BK_00858,2025-06-27,CLI_031,SUP_007,147470.67,0.1772,17,1
BK_00859,2025-06-27,CLI_030,SUP_020,156701.19,0.1294,15,0
BK_00860,2025-06-27,CLI_028,SUP_002,142691.82,0.155,14,0
BK_00861,2025-06-28,CLI_034,SUP_011,54749.79,0.1472,29,1
BK_00862,2025-06-28,CLI_016,SUP_002,47528.77,0.1074,16,1
BK_00863,2025-06-28,CLI_011,SUP_008,126611.11,0.1991,13,0
BK_00864,2025-06-28,CLI_002,SUP_014,115023.35,0.1557,12,0
BK_00865,2025-06-28,CLI_002,SUP_018,51626.29,0.1381,15,0
BK_00866,2025-06-29,CLI_007,SUP_018,44679.02,0.1799,15,0
BK_00867,2025-06-29,CLI_034,SUP_013,59066.67,0.1719,22,1
BK_00868,2025-06-29,CLI_026,SUP_015,27204.88,0.1215,12,0
BK_00869,2025-06-29,CLI_009,SUP_012,106544.23,0.1458,13,0
BK_00870,2025-06-29,CLI_021,SUP_006,64316.06,0.1455,15,0
BK_00871,2025-06-29,CLI_039,SUP_020,54692.09,0.1068,11,0
BK_00872,2025-06-30,CLI_005,SUP_009,146585.02,0.11,0,0
BK_00873,2025-06-30,CLI_004,SUP_009,50924.84,0.133,7,0
BK_00874,2025-06-30,CLI_048,SUP_002,25019.95,0.1955,22,1
BK_00875,2025-06-30,CLI_023,SUP_017,120549.49,0.1456,3,0
BK_00876,2025-06-30,CLI_040,SUP_018,77826.3,0.0901,5,0
BK_00877,2025-06-30,CLI_040,SUP_010,85486.74,0.1894,2,0
BK_00878,2025-06-30,CLI_007,SUP_012,18798.42,0.0973,7,0
BK_00879,2025-06-30,CLI_011,SUP_014,94796.59,0.1759,11,0
BK_00880,2025-06-30,CLI_047,SUP_004,104848.54,0.1561,18,1
BK_00881,2025-07-01,CLI_035,SUP_011,64632.92,0.1287,0,0
BK_00882,2025-07-01,CLI_011,SUP_003,60940.93,0.1474,7,0
BK_00883,2025-07-01,CLI_018,SUP_013,40149.68,0.1536,5,0
BK_00884,2025-07-01,CLI_012,SUP_016,121022.27,0.173,7,0
BK_00885,2025-07-01,CLI_009,SUP_003,143329.89,0.1791,15,0
BK_00886,2025-07-02,CLI_047,SUP_009,10900.32,0.1915,27,1
BK_00887,2025-07-02,CLI_001,SUP_015,59221.23,0.109,16,1
BK_00888,2025-07-02,CLI_049,SUP_006,142055.35,0.1554,4,0
BK_00889,2025-07-02,CLI_025,SUP_019,105915.22,0.1151,19,1
BK_00890,2025-07-02,CLI_002,SUP_007,50674.95,0.0955,11,0
BK_00891,2025-07-02,CLI_033,SUP_004,136953.41,0.1784,15,0
BK_00892,2025-07-03,CLI_044,SUP_018,35079.64,0.162,3,0
BK_00893,2025-07-03,CLI_044,SUP_012,10648.79,0.1343,10,0
BK_00894,2025-07-03,CLI_041,SUP_015,106476.27,0.191,4,0
BK_00895,2025-07-03,CLI_002,SUP_016,122768.29,0.1613,15,0
BK_00896,2025-07-03,CLI_032,SUP_019,183475.98,0.1903,29,1
BK_00897,2025-07-03,CLI_006,SUP_010,30874.0,0.1153,7,0
BK_00898,2025-07-03,CLI_016,SUP_001,18396.64,0.1471,8,0
BK_00899,2025-07-04,CLI_007,SUP_011,16996.77,0.191,16,1
BK_00900,2025-07-04,CLI_037,SUP_002,137964.31,0.1809,16,1
BK_00901,2025-07-04,CLI_019,SUP_003,138727.79,0.1118,11,0
BK_00902,2025-07-04,CLI_018,SUP_001,37908.0,0.1777,6,0
BK_00903,2025-07-04,CLI_027,SUP_019,219996.35,0.1696,6,0
BK_00904,2025-07-04,CLI_032,SUP_007,72608.1,0.1022,27,1
BK_00905,2025-07-05,CLI_045,SUP_016,193318.2,0.1278,1,0
BK_00906,2025-07-05,CLI_042,SUP_009,74321.41,0.0828,13,0
BK_00907,2025-07-05,CLI_010,SUP_003,29400.62,0.1076,0,0
BK_00908,2025-07-05,CLI_048,SUP_007,124371.73,0.103,16,1
BK_00909,2025-07-05,CLI_008,SUP_018,103242.32,0.1606,24,1
BK_00910,2025-07-05,CLI_044,SUP_004,16799.0,0.1807,8,0
BK_00911,2025-07-05,CLI_035,SUP_008,79422.61,0.119,0,0
BK_00912,2025-07-05,CLI_018,SUP_017,30127.14,0.17,5,0
BK_00913,2025-07-05,CLI_044,SUP_003,37036.84,0.1847,2,0
BK_00914,2025-07-06,CLI_045,SUP_020,98458.02,0.1607,10,0
BK_00915,2025-07-06,CLI_038,SUP_019,191857.47,0.1554,12,0
BK_00916,2025-07-06,CLI_029,SUP_009,66379.22,0.094,11,0
BK_00917,2025-07-06,CLI_039,SUP_005,29683.32,0.1747,14,0
BK_00918,2025-07-06,CLI_037,SUP_020,17689.56,0.1637,5,0
BK_00919,2025-07-06,CLI_022,SUP_019,143250.73,0.1766,12,0
BK_00920,2025-07-07,CLI_049,SUP_020,16874.46,0.1663,9,0
BK_00921,2025-07-07,CLI_014,SUP_004,24833.9,0.0821,21,1
BK_00922,2025-07-07,CLI_043,SUP_003,93229.49,0.1741,27,1
BK_00923,2025-07-08,CLI_048,SUP_019,116961.03,0.1028,15,0
BK_00924,2025-07-08,CLI_033,SUP_017,55619.79,0.1634,8,0
BK_00925,2025-07-08,CLI_026,SUP_015,133312.25,0.1773,19,1
BK_00926,2025-07-08,CLI_042,SUP_003,124801.79,0.1425,11,0
BK_00927,2025-07-08,CLI_040,SUP_009,73206.23,0.1458,8,0
BK_00928,2025-07-08,CLI_030,SUP_001,177422.73,0.1853,0,0
BK_00929,2025-07-08,CLI_044,SUP_011,53520.9,0.1703,12,0
BK_00930,2025-07-08,CLI_049,SUP_005,25264.62,0.0972,3,0
BK_00931,2025-07-09,CLI_020,SUP_020,42437.49,0.1913,18,1
BK_00932,2025-07-09,CLI_008,SUP_020,32081.27,0.1345,30,1
BK_00933,2025-07-09,CLI_012,SUP_010,82580.72,0.1833,17,1
BK_00934,2025-07-09,CLI_020,SUP_009,16501.61,0.0897,21,1
BK_00935,2025-07-09,CLI_008,SUP_016,79735.37,0.1517,17,1
BK_00936,2025-07-09,CLI_033,SUP_015,202073.65,0.1208,11,0
BK_00937,2025-07-09,CLI_029,SUP_017,91461.14,0.154,18,1
BK_00938,2025-07-09,CLI_047,SUP_013,70474.85,0.1291,21,1
BK_00939,2025-07-09,CLI_009,SUP_005,79821.68,0.1764,19,1
BK_00940,2025-07-10,CLI_038,SUP_013,206665.52,0.1664,7,0
BK_00941,2025-07-10,CLI_026,SUP_007,115373.21,0.1841,26,1
BK_00942,2025-07-10,CLI_016,SUP_017,29178.22,0.1273,21,1
BK_00943,2025-07-10,CLI_020,SUP_006,15800.85,0.0908,17,1
BK_00944,2025-07-10,CLI_006,SUP_009,67892.29,0.1267,2,0
BK_00945,2025-07-11,CLI_021,SUP_017,147816.07,0.0959,5,0
BK_00946,2025-07-11,CLI_044,SUP_015,137107.8,0.1398,15,0
BK_00947,2025-07-11,CLI_019,SUP_017,30981.58,0.1736,7,0
BK_00948,2025-07-11,CLI_047,SUP_004,59521.67,0.1945,19,1
BK_00949,2025-07-11,CLI_047,SUP_007,80021.8,0.1283,19,1
BK_00950,2025-07-11,CLI_048,SUP_007,82981.71,0.1329,19,1
BK_00951,2025-07-11,CLI_004,SUP_018,18924.25,0.1709,7,0
BK_00952,2025-07-11,CLI_008,SUP_015,144701.52,0.1914,23,1
BK_00953,2025-07-11,CLI_020,SUP_001,167283.34,0.1654,23,1
BK_00954,2025-07-11,CLI_032,SUP_015,128826.75,0.1601,14,0
BK_00955,2025-07-11,CLI_029,SUP_013,107735.13,0.1584,13,0
BK_00956,2025-07-12,CLI_046,SUP_011,55442.44,0.0934,5,0
BK_00957,2025-07-12,CLI_021,SUP_007,80261.06,0.1126,9,0
BK_00958,2025-07-12,CLI_025,SUP_014,116272.05,0.1101,20,1
BK_00959,2025-07-12,CLI_043,SUP_006,176553.56,0.1392,14,0
BK_00960,2025-07-12,CLI_044,SUP_016,58599.63,0.1526,10,0
BK_00961,2025-07-12,CLI_031,SUP_012,19891.12,0.1503,18,1
BK_00962,2025-07-12,CLI_027,SUP_019,76929.03,0.0838,16,1
BK_00963,2025-07-12,CLI_021,SUP_008,16776.68,0.1165,9,0
BK_00964,2025-07-12,CLI_043,SUP_017,198207.63,0.1531,27,1
BK_00965,2025-07-12,CLI_033,SUP_011,37102.13,0.1193,5,0
BK_00966,2025-07-13,CLI_019,SUP_004,131999.19,0.1271,16,1
BK_00967,2025-07-13,CLI_007,SUP_019,204686.05,0.0897,6,0
BK_00968,2025-07-13,CLI_042,SUP_013,131540.32,0.1907,10,0
BK_00969,2025-07-13,CLI_011,SUP_005,199501.32,0.1984,12,0
BK_00970,2025-07-13,CLI_007,SUP_016,122468.36,0.1579,7,0
BK_00971,2025-07-13,CLI_024,SUP_018,20447.31,0.1848,6,0
BK_00972,2025-07-13,CLI_018,SUP_011,126652.9,0.1578,0,0
BK_00973,2025-07-13,CLI_048,SUP_009,112952.82,0.186,6,0
BK_00974,2025-07-14,CLI_034,SUP_018,72769.91,0.1535,26,1
BK_00975,2025-07-14,CLI_029,SUP_018,109799.96,0.099,14,0
BK_00976,2025-07-14,CLI_034,SUP_010,108036.66,0.1836,23,1
BK_00977,2025-07-14,CLI_016,SUP_004,169663.82,0.1796,18,1
BK_00978,2025-07-14,CLI_045,SUP_018,50782.07,0.1327,3,0
BK_00979,2025-07-14,CLI_007,SUP_008,150052.84,0.1647,8,0
BK_00980,2025-07-14,CLI_040,SUP_007,104808.89,0.1751,0,0
BK_00981,2025-07-15,CLI_029,SUP_007,13732.65,0.1613,17,1
BK_00982,2025-07-15,CLI_024,SUP_012,137722.63,0.164,0,0
BK_00983,2025-07-15,CLI_025,SUP_011,118520.3,0.1869,20,1
BK_00984,2025-07-15,CLI_034,SUP_009,15496.48,0.142,32,1
BK_00985,2025-07-15,CLI_004,SUP_012,29082.17,0.1468,4,0
BK_00986,2025-07-15,CLI_042,SUP_010,106969.93,0.1509,20,1
BK_00987,2025-07-15,CLI_046,SUP_011,128089.63,0.1698,8,0
BK_00988,2025-07-15,CLI_009,SUP_012,25634.04,0.1196,10,0
BK_00989,2025-07-16,CLI_040,SUP_008,98997.7,0.1587,0,0
BK_00990,2025-07-16,CLI_028,SUP_001,140975.69,0.184,16,1
BK_00991,2025-07-16,CLI_044,SUP_001,136077.88,0.1906,11,0
BK_00992,2025-07-16,CLI_010,SUP_019,136022.8,0.1409,11,0
BK_00993,2025-07-16,CLI_049,SUP_019,72700.92,0.1456,2,0
BK_00994,2025-07-16,CLI_022,SUP_009,144935.31,0.1298,6,0
BK_00995,2025-07-17,CLI_022,SUP_017,113518.76,0.1249,0,0
BK_00996,2025-07-17,CLI_043,SUP_017,109599.14,0.1451,27,1
BK_00997,2025-07-17,CLI_019,SUP_010,59515.65,0.1106,15,0
BK_00998,2025-07-17,CLI_048,SUP_017,79716.6,0.1027,15,0
BK_00999,2025-07-18,CLI_002,SUP_013,80012.66,0.1256,12,0
BK_01000,2025-07-18,CLI_006,SUP_006,198611.35,0.1018,6,0
BK_01001,2025-07-18,CLI_032,SUP_005,155662.54,0.0973,20,1
BK_01002,2025-07-18,CLI_008,SUP_015,115045.11,0.1852,17,1
BK_01003,2025-07-18,CLI_044,SUP_019,80434.49,0.1635,11,0
BK_01004,2025-07-18,CLI_023,SUP_009,182023.8,0.1844,2,0
BK_01005,2025-07-18,CLI_028,SUP_002,123697.78,0.0914,14,0
BK_01006,2025-07-18,CLI_031,SUP_003,13049.05,0.1549,21,1
BK_01007,2025-07-18,CLI_014,SUP_005,106280.82,0.1569,14,0
BK_01008,2025-07-19,CLI_019,SUP_011,112935.83,0.1517,14,0
BK_01009,2025-07-19,CLI_032,SUP_018,79445.1,0.1853,26,1
BK_01010,2025-07-19,CLI_047,SUP_006,45942.93,0.1351,11,0
BK_01011,2025-07-19,CLI_003,SUP_003,58730.15,0.1566,3,0
BK_01012,2025-07-19,CLI_038,SUP_003,114685.96,0.1817,15,0
BK_01013,2025-07-20,CLI_025,SUP_010,85904.7,0.1605,19,1
BK_01014,2025-07-21,CLI_028,SUP_016,140580.87,0.1002,17,1
BK_01015,2025-07-21,CLI_001,SUP_015,99017.44,0.0815,25,1
BK_01016,2025-07-21,CLI_029,SUP_015,39071.57,0.1734,7,0
BK_01017,2025-07-21,CLI_004,SUP_012,87414.64,0.1917,16,1
BK_01018,2025-07-21,CLI_018,SUP_001,53439.21,0.1095,6,0
BK_01019,2025-07-21,CLI_023,SUP_009,56503.93,0.1215,11,0
BK_01020,2025-07-22,CLI_028,SUP_016,38474.88,0.1843,16,1
BK_01021,2025-07-22,CLI_013,SUP_003,135152.36,0.1975,0,0
BK_01022,2025-07-22,CLI_009,SUP_002,99534.43,0.0822,3,0
BK_01023,2025-07-22,CLI_027,SUP_011,70703.87,0.1004,14,0
BK_01024,2025-07-22,CLI_007,SUP_010,112770.87,0.1921,0,0
BK_01025,2025-07-22,CLI_045,SUP_005,105265.44,0.1303,14,0
BK_01026,2025-07-22,CLI_018,SUP_018,128046.92,0.1674,6,0
BK_01027,2025-07-23,CLI_006,SUP_014,38957.87,0.1756,11,0
BK_01028,2025-07-23,CLI_040,SUP_016,77660.7,0.1286,0,0
BK_01029,2025-07-23,CLI_028,SUP_010,21188.7,0.1382,21,1
BK_01030,2025-07-23,CLI_048,SUP_004,123483.04,0.1129,17,1
BK_01031,2025-07-23,CLI_003,SUP_003,96998.62,0.1613,4,0
BK_01032,2025-07-23,CLI_047,SUP_010,112408.98,0.1318,20,1
BK_01033,2025-07-23,CLI_042,SUP_008,34577.46,0.1,15,0
BK_01034,2025-07-23,CLI_039,SUP_017,58250.39,0.1796,4,0
BK_01035,2025-07-23,CLI_035,SUP_020,146786.83,0.1067,2,0
BK_01036,2025-07-24,CLI_016,SUP_016,180769.16,0.1454,19,1
BK_01037,2025-07-24,CLI_020,SUP_009,134203.34,0.1695,22,1
BK_01038,2025-07-24,CLI_042,SUP_019,142941.63,0.112,16,1
BK_01039,2025-07-24,CLI_033,SUP_009,222523.47,0.0813,19,1
BK_01040,2025-07-24,CLI_025,SUP_008,110984.06,0.1408,17,1
BK_01041,2025-07-25,CLI_007,SUP_011,167554.5,0.1461,0,0
BK_01042,2025-07-25,CLI_011,SUP_017,190702.71,0.1485,6,0
BK_01043,2025-07-25,CLI_019,SUP_003,89691.18,0.1291,4,0
BK_01044,2025-07-25,CLI_008,SUP_016,121140.61,0.0898,19,1
BK_01045,2025-07-25,CLI_021,SUP_015,110928.14,0.1522,10,0
BK_01046,2025-07-25,CLI_022,SUP_014,156511.06,0.086,8,0
BK_01047,2025-07-26,CLI_012,SUP_002,72424.46,0.1922,6,0
BK_01048,2025-07-26,CLI_020,SUP_013,210940.37,0.1593,20,1
BK_01049,2025-07-26,CLI_019,SUP_005,95224.6,0.1549,22,1
BK_01050,2025-07-26,CLI_041,SUP_007,149092.43,0.1245,12,0
BK_01051,2025-07-26,CLI_005,SUP_019,15927.97,0.0848,0,0
BK_01052,2025-07-26,CLI_049,SUP_004,110760.16,0.1844,13,0
BK_01053,2025-07-27,CLI_042,SUP_009,32102.97,0.1739,12,0
BK_01054,2025-07-27,CLI_043,SUP_018,169204.48,0.1787,31,1
BK_01055,2025-07-27,CLI_010,SUP_008,41585.73,0.1996,1,0
BK_01056,2025-07-27,CLI_042,SUP_004,97705.11,0.1355,3,0
BK_01057,2025-07-27,CLI_050,SUP_014,205280.5,0.1894,9,0
BK_01058,2025-07-27,CLI_019,SUP_005,143704.8,0.1953,12,0
BK_01059,2025-07-27,CLI_017,SUP_010,79172.19,0.153,0,0
BK_01060,2025-07-27,CLI_040,SUP_019,31694.24,0.1888,0,0
BK_01061,2025-07-27,CLI_018,SUP_009,112537.35,0.1422,16,1
BK_01062,2025-07-27,CLI_021,SUP_009,133850.13,0.111,12,0
BK_01063,2025-07-27,CLI_044,SUP_010,70893.72,0.1702,12,0
BK_01064,2025-07-27,CLI_027,SUP_008,32964.14,0.1859,13,0
BK_01065,2025-07-27,CLI_013,SUP_005,22151.92,0.1247,14,0
BK_01066,2025-07-28,CLI_042,SUP_005,131615.22,0.0985,8,0
BK_01067,2025-07-28,CLI_009,SUP_004,27311.12,0.1703,11,0
BK_01068,2025-07-28,CLI_049,SUP_002,83058.94,0.1409,8,0
BK_01069,2025-07-28,CLI_034,SUP_017,120909.92,0.1465,23,1
BK_01070,2025-07-28,CLI_031,SUP_006,49463.28,0.1236,12,0
BK_01071,2025-07-28,CLI_010,SUP_003,68596.53,0.1965,0,0
BK_01072,2025-07-28,CLI_038,SUP_016,190537.55,0.1681,12,0
BK_01073,2025-07-28,CLI_024,SUP_011,74382.29,0.1079,3,0
