transaction_id,date,type,category,amount,client_id
TX_00790,2025-05-24,Inflow,Booking Revenue,135193.39,CLI_004
TX_00791,2025-05-24,Inflow,Booking Revenue,66391.13,CLI_001
TX_00792,2025-05-24,Inflow,Booking Revenue,112905.08,CLI_038
TX_00793,2025-05-24,Inflow,Booking Revenue,143604.96,CLI_014
TX_00794,2025-05-24,Outflow,Operations,17652.15,
TX_00795,2025-05-25,Inflow,Booking Revenue,100839.47,CLI_032
TX_00796,2025-05-25,Inflow,Booking Revenue,53737.25,CLI_007
TX_00797,2025-05-25,Inflow,Booking Revenue,117937.67,CLI_043
TX_00798,2025-05-25,Inflow,Booking Revenue,130058.3,CLI_033
TX_00799,2025-05-25,Inflow,Booking Revenue,138874.77,CLI_047
TX_00800,2025-05-25,Inflow,Booking Revenue,143570.19,CLI_013
TX_00801,2025-05-25,Outflow,Operations,10578.96,
TX_00802,2025-05-26,Inflow,Booking Revenue,28810.47,CLI_005
TX_00803,2025-05-26,Inflow,Booking Revenue,135694.34,CLI_040
TX_00804,2025-05-26,Inflow,Booking Revenue,132385.88,CLI_038
TX_00805,2025-05-26,Inflow,Booking Revenue,63139.93,CLI_014
TX_00806,2025-05-26,Outflow,Operations,12421.72,
TX_00807,2025-05-27,Inflow,Booking Revenue,96336.91,CLI_026
TX_00808,2025-05-27,Inflow,Booking Revenue,99635.74,CLI_026
TX_00809,2025-05-27,Inflow,Booking Revenue,173075.45,CLI_027
TX_00810,2025-05-27,Inflow,Booking Revenue,139380.58,CLI_036
TX_00811,2025-05-27,Inflow,Booking Revenue,165982.77,CLI_013
TX_00812,2025-05-27,Outflow,Operations,9048.78,
TX_00813,2025-05-28,Inflow,Booking Revenue,60280.49,CLI_037
TX_00814,2025-05-28,Inflow,Booking Revenue,121875.25,CLI_046
TX_00815,2025-05-28,Inflow,Booking Revenue,175776.66,CLI_038
TX_00816,2025-05-28,Outflow,Operations,18261.64,
TX_00817,2025-05-29,Inflow,Booking Revenue,116470.6,CLI_011
TX_00818,2025-05-29,Inflow,Booking Revenue,149167.32,CLI_046
TX_00819,2025-05-29,Inflow,Booking Revenue,49807.53,CLI_012
TX_00820,2025-05-29,Outflow,Operations,7535.95,
TX_00821,2025-05-30,Inflow,Booking Revenue,49323.57,CLI_034
TX_00822,2025-05-30,Inflow,Booking Revenue,87121.45,CLI_005
TX_00823,2025-05-30,Inflow,Booking Revenue,77033.86,CLI_024
TX_00824,2025-05-30,Inflow,Booking Revenue,128015.07,CLI_006
TX_00825,2025-05-30,Outflow,Operations,14066.74,
TX_00826,2025-05-31,Inflow,Booking Revenue,156455.93,CLI_034
TX_00827,2025-05-31,Inflow,Booking Revenue,161239.22,CLI_038
TX_00828,2025-05-31,Inflow,Booking Revenue,78591.65,CLI_037
TX_00829,2025-05-31,Inflow,Booking Revenue,142571.18,CLI_025
TX_00830,2025-05-31,Inflow,Booking Revenue,84129.71,CLI_008
TX_00831,2025-05-31,Inflow,Booking Revenue,90230.73,CLI_047
TX_00832,2025-05-31,Inflow,Booking Revenue,123097.12,CLI_006
TX_00833,2025-05-31,Outflow,Operations,17893.45,
TX_00834,2025-06-01,Inflow,Booking Revenue,65579.05,CLI_027
TX_00835,2025-06-01,Inflow,Booking Revenue,16913.54,CLI_040
TX_00836,2025-06-01,Inflow,Booking Revenue,184487.23,CLI_006
TX_00837,2025-06-01,Inflow,Booking Revenue,77703.98,CLI_026
TX_00838,2025-06-01,Inflow,Booking Revenue,141941.94,CLI_044
TX_00839,2025-06-01,Inflow,Booking Revenue,226194.12,CLI_033
TX_00840,2025-06-01,Inflow,Booking Revenue,168402.86,CLI_021
TX_00841,2025-06-01,Outflow,Operations,11320.34,
TX_00842,2025-06-02,Inflow,Booking Revenue,68920.14,CLI_016
TX_00843,2025-06-02,Inflow,Booking Revenue,166727.99,CLI_009
TX_00844,2025-06-02,Inflow,Booking Revenue,110284.49,CLI_032
TX_00845,2025-06-02,Inflow,Booking Revenue,32549.74,CLI_037
TX_00846,2025-06-02,Inflow,Booking Revenue,178861.18,CLI_030
TX_00847,2025-06-02,Inflow,Booking Revenue,112922.83,CLI_003
TX_00848,2025-06-02,Inflow,Booking Revenue,47472.65,CLI_012
TX_00849,2025-06-02,Inflow,Booking Revenue,70432.17,CLI_037
TX_00850,2025-06-02,Outflow,Operations,5772.63,
TX_00851,2025-06-03,Inflow,Booking Revenue,62363.24,CLI_024
TX_00852,2025-06-03,Inflow,Booking Revenue,57164.27,CLI_002
TX_00853,2025-06-03,Inflow,Booking Revenue,238409.46,CLI_006
TX_00854,2025-06-03,Inflow,Booking Revenue,113972.67,CLI_042
TX_00855,2025-06-03,Inflow,Booking Revenue,71870.05,CLI_002
TX_00856,2025-06-03,Inflow,Booking Revenue,158085.66,CLI_042
TX_00857,2025-06-03,Outflow,Operations,19599.3,
TX_00858,2025-06-04,Inflow,Booking Revenue,35238.8,CLI_011
TX_00859,2025-06-04,Inflow,Booking Revenue,88514.26,CLI_012
TX_00860,2025-06-04,Inflow,Booking Revenue,166211.03,CLI_025
TX_00861,2025-06-04,Inflow,Booking Revenue,123035.0,CLI_018
TX_00862,2025-06-04,Inflow,Booking Revenue,157105.63,CLI_048
TX_00863,2025-06-04,Outflow,Operations,19171.26,
TX_00864,2025-06-05,Inflow,Booking Revenue,198184.55,CLI_038
TX_00865,2025-06-05,Inflow,Booking Revenue,92015.91,CLI_027
TX_00866,2025-06-05,Outflow,Operations,13696.13,
TX_00867,2025-06-06,Inflow,Booking Revenue,18154.19,CLI_019
TX_00868,2025-06-06,Inflow,Booking Revenue,16534.86,CLI_024
TX_00869,2025-06-06,Inflow,Booking Revenue,112500.66,CLI_018
TX_00870,2025-06-06,Inflow,Booking Revenue,170281.24,CLI_004
TX_00871,2025-06-06,Inflow,Booking Revenue,253816.71,CLI_023
TX_00872,2025-06-06,Inflow,Booking Revenue,74064.98,CLI_040
TX_00873,2025-06-06,Inflow,Booking Revenue,101004.47,CLI_027
TX_00874,2025-06-06,Inflow,Booking Revenue,95843.64,CLI_003
TX_00875,2025-06-06,Inflow,Booking Revenue,30029.6,CLI_018
TX_00876,2025-06-06,Inflow,Booking Revenue,159502.24,CLI_009
TX_00877,2025-06-06,Inflow,Booking Revenue,159220.05,CLI_004
TX_00878,2025-06-06,Inflow,Booking Revenue,122107.69,CLI_041
TX_00879,2025-06-06,Outflow,Operations,7101.14,
TX_00880,2025-06-07,Inflow,Booking Revenue,22780.71,CLI_020
TX_00881,2025-06-07,Inflow,Booking Revenue,156928.14,CLI_028
TX_00882,2025-06-07,Inflow,Booking Revenue,122688.96,CLI_048
TX_00883,2025-06-07,Inflow,Booking Revenue,68518.49,CLI_026
TX_00884,2025-06-07,Inflow,Booking Revenue,90860.62,CLI_044
TX_00885,2025-06-07,Inflow,Booking Revenue,95176.39,CLI_035
TX_00886,2025-06-07,Outflow,Operations,6426.32,
TX_00887,2025-06-08,Inflow,Booking Revenue,207870.41,CLI_005
TX_00888,2025-06-08,Inflow,Booking Revenue,70679.24,CLI_043
TX_00889,2025-06-08,Inflow,Booking Revenue,154238.72,CLI_011
TX_00890,2025-06-08,Inflow,Booking Revenue,244929.12,CLI_027
TX_00891,2025-06-08,Inflow,Booking Revenue,105673.91,CLI_037
TX_00892,2025-06-08,Inflow,Booking Revenue,105276.04,CLI_020
TX_00893,2025-06-08,Outflow,Operations,16785.84,
TX_00894,2025-06-09,Inflow,Booking Revenue,88893.93,CLI_028
TX_00895,2025-06-09,Inflow,Booking Revenue,33595.32,CLI_046
TX_00896,2025-06-09,Inflow,Booking Revenue,171171.45,CLI_015
TX_00897,2025-06-09,Inflow,Booking Revenue,53126.14,CLI_038
TX_00898,2025-06-09,Outflow,Operations,19411.06,
TX_00899,2025-06-10,Inflow,Booking Revenue,62924.14,CLI_013
TX_00900,2025-06-10,Inflow,Booking Revenue,69658.59,CLI_022
TX_00901,2025-06-10,Inflow,Booking Revenue,120851.95,CLI_016
TX_00902,2025-06-10,Inflow,Booking Revenue,12274.84,CLI_031
TX_00903,2025-06-10,Inflow,Booking Revenue,30360.01,CLI_043
TX_00904,2025-06-10,Inflow,Booking Revenue,157880.69,CLI_028
TX_00905,2025-06-10,Inflow,Booking Revenue,68495.62,CLI_010
TX_00906,2025-06-10,Inflow,Booking Revenue,132960.05,CLI_026
TX_00907,2025-06-10,Inflow,Booking Revenue,177405.38,CLI_033
TX_00908,2025-06-10,Outflow,Operations,18241.89,
TX_00909,2025-06-11,Inflow,Booking Revenue,194705.19,CLI_043
TX_00910,2025-06-11,Inflow,Booking Revenue,15381.25,CLI_042
TX_00911,2025-06-11,Inflow,Booking Revenue,209181.96,CLI_033
TX_00912,2025-06-11,Inflow,Booking Revenue,134339.98,CLI_016
TX_00913,2025-06-11,Inflow,Booking Revenue,163289.26,CLI_034
TX_00914,2025-06-11,Outflow,Operations,12963.86,
TX_00915,2025-06-12,Inflow,Booking Revenue,86841.04,CLI_028
TX_00916,2025-06-12,Inflow,Booking Revenue,103028.09,CLI_002
TX_00917,2025-06-12,Inflow,Booking Revenue,47999.7,CLI_019
TX_00918,2025-06-12,Inflow,Booking Revenue,179724.97,CLI_041
TX_00919,2025-06-12,Inflow,Booking Revenue,128624.32,CLI_044
TX_00920,2025-06-12,Outflow,Operations,10351.18,
TX_00921,2025-06-13,Inflow,Booking Revenue,112227.67,CLI_031
TX_00922,2025-06-13,Inflow,Booking Revenue,41052.8,CLI_018
TX_00923,2025-06-13,Inflow,Booking Revenue,148539.82,CLI_044
TX_00924,2025-06-13,Inflow,Booking Revenue,62289.21,CLI_048
TX_00925,2025-06-13,Inflow,Booking Revenue,82522.45,CLI_005
TX_00926,2025-06-13,Inflow,Booking Revenue,50454.24,CLI_048
TX_00927,2025-06-13,Inflow,Booking Revenue,175598.75,CLI_011
TX_00928,2025-06-13,Inflow,Booking Revenue,90101.31,CLI_025
TX_00929,2025-06-13,Inflow,Booking Revenue,107176.21,CLI_036
TX_00930,2025-06-13,Inflow,Booking Revenue,159721.35,CLI_035
TX_00931,2025-06-13,Inflow,Booking Revenue,97569.82,CLI_038
TX_00932,2025-06-13,Outflow,Operations,16022.62,
TX_00933,2025-06-14,Inflow,Booking Revenue,211996.89,CLI_030
TX_00934,2025-06-14,Inflow,Booking Revenue,207304.03,CLI_022
TX_00935,2025-06-14,Inflow,Booking Revenue,132165.25,CLI_003
TX_00936,2025-06-14,Inflow,Booking Revenue,58008.41,CLI_044
TX_00937,2025-06-14,Inflow,Booking Revenue,142946.15,CLI_033
TX_00938,2025-06-14,Inflow,Booking Revenue,224847.18,CLI_005
TX_00939,2025-06-14,Inflow,Booking Revenue,158135.07,CLI_036
TX_00940,2025-06-14,Inflow,Booking Revenue,57110.4,CLI_016
TX_00941,2025-06-14,Inflow,Booking Revenue,20162.84,CLI_040
TX_00942,2025-06-14,Outflow,Operations,19978.08,
TX_00943,2025-06-15,Inflow,Booking Revenue,142489.34,CLI_043
TX_00944,2025-06-15,Inflow,Booking Revenue,94065.82,CLI_012
TX_00945,2025-06-15,Inflow,Booking Revenue,100264.31,CLI_007
TX_00946,2025-06-15,Inflow,Booking Revenue,129033.43,CLI_021
TX_00947,2025-06-15,Inflow,Booking Revenue,51852.58,CLI_011
TX_00948,2025-06-15,Outflow,Operations,17916.28,
TX_00949,2025-06-16,Inflow,Booking Revenue,58333.02,CLI_005
TX_00950,2025-06-16,Inflow,Booking Revenue,87903.82,CLI_049
TX_00951,2025-06-16,Inflow,Booking Revenue,88124.08,CLI_049
TX_00952,2025-06-16,Inflow,Booking Revenue,36115.84,CLI_012
TX_00953,2025-06-16,Inflow,Booking Revenue,137725.46,CLI_039
TX_00954,2025-06-16,Inflow,Booking Revenue,78373.16,CLI_010
TX_00955,2025-06-16,Inflow,Booking Revenue,121117.28,CLI_005
TX_00956,2025-06-16,Inflow,Booking Revenue,41230.53,CLI_008
TX_00957,2025-06-16,Inflow,Booking Revenue,99878.28,CLI_003
TX_00958,2025-06-16,Outflow,Operations,16837.9,
TX_00959,2025-06-17,Inflow,Booking Revenue,24105.75,CLI_046
TX_00960,2025-06-17,Inflow,Booking Revenue,142509.36,CLI_034
TX_00961,2025-06-17,Inflow,Booking Revenue,64591.85,CLI_010
TX_00962,2025-06-17,Inflow,Booking Revenue,20823.83,CLI_028
TX_00963,2025-06-17,Inflow,Booking Revenue,15563.79,CLI_003
TX_00964,2025-06-17,Inflow,Booking Revenue,69401.23,CLI_029
TX_00965,2025-06-17,Outflow,Operations,18739.46,
TX_00966,2025-06-18,Inflow,Booking Revenue,79931.57,CLI_040
TX_00967,2025-06-18,Inflow,Booking Revenue,77309.29,CLI_032
TX_00968,2025-06-18,Inflow,Booking Revenue,35877.11,CLI_022
TX_00969,2025-06-18,Inflow,Booking Revenue,123148.13,CLI_015
TX_00970,2025-06-18,Inflow,Booking Revenue,77413.54,CLI_034
TX_00971,2025-06-18,Outflow,Operations,18794.12,
TX_00972,2025-06-19,Inflow,Booking Revenue,70197.41,CLI_029
TX_00973,2025-06-19,Inflow,Booking Revenue,149395.15,CLI_008
TX_00974,2025-06-19,Outflow,Operations,7110.84,
TX_00975,2025-06-20,Inflow,Booking Revenue,151554.03,CLI_029
TX_00976,2025-06-20,Inflow,Booking Revenue,154203.54,CLI_024
TX_00977,2025-06-20,Inflow,Booking Revenue,41924.73,CLI_029
TX_00978,2025-06-20,Inflow,Booking Revenue,46009.84,CLI_017
TX_00979,2025-06-20,Inflow,Booking Revenue,111915.52,CLI_010
TX_00980,2025-06-20,Outflow,Operations,13070.61,
TX_00981,2025-06-21,Inflow,Booking Revenue,49348.2,CLI_017
TX_00982,2025-06-21,Inflow,Booking Revenue,59769.52,CLI_039
TX_00983,2025-06-21,Inflow,Booking Revenue,60007.72,CLI_041
TX_00984,2025-06-21,Inflow,Booking Revenue,220408.4,CLI_015
TX_00985,2025-06-21,Outflow,Operations,10959.0,
TX_00986,2025-06-22,Inflow,Booking Revenue,123267.71,CLI_027
TX_00987,2025-06-22,Inflow,Booking Revenue,166712.93,CLI_003
TX_00988,2025-06-22,Inflow,Booking Revenue,49249.13,CLI_038
TX_00989,2025-06-22,Inflow,Booking Revenue,203834.03,CLI_020
TX_00990,2025-06-22,Inflow,Booking Revenue,137859.03,CLI_017
TX_00991,2025-06-22,Inflow,Booking Revenue,81192.28,CLI_042
TX_00992,2025-06-22,Outflow,Operations,19004.75,
TX_00993,2025-06-23,Inflow,Booking Revenue,175074.81,CLI_028
TX_00994,2025-06-23,Inflow,Booking Revenue,178704.91,CLI_016
TX_00995,2025-06-23,Inflow,Booking Revenue,166001.08,CLI_037
TX_00996,2025-06-23,Inflow,Booking Revenue,137329.64,CLI_036
TX_00997,2025-06-23,Inflow,Booking Revenue,176054.89,CLI_034
TX_00998,2025-06-23,Inflow,Booking Revenue,257792.17,CLI_030
TX_00999,2025-06-23,Inflow,Booking Revenue,42665.21,CLI_015
TX_01000,2025-06-23,Outflow,Operations,18976.57,
TX_01001,2025-06-24,Inflow,Booking Revenue,126377.52,CLI_047
TX_01002,2025-06-24,Inflow,Booking Revenue,104155.65,CLI_017
TX_01003,2025-06-24,Inflow,Booking Revenue,151366.44,CLI_019
TX_01004,2025-06-24,Inflow,Booking Revenue,88931.71,CLI_030
TX_01005,2025-06-24,Inflow,Booking Revenue,107197.23,CLI_007
TX_01006,2025-06-24,Inflow,Booking Revenue,219245.05,CLI_020
TX_01007,2025-06-24,Inflow,Booking Revenue,16489.93,CLI_040
TX_01008,2025-06-24,Inflow,Booking Revenue,170247.96,CLI_008
TX_01009,2025-06-24,Inflow,Booking Revenue,17135.96,CLI_020
TX_01010,2025-06-24,Outflow,Operations,10189.89,
TX_01011,2025-06-25,Inflow,Booking Revenue,138406.23,CLI_014
TX_01012,2025-06-25,Inflow,Booking Revenue,29645.82,CLI_025
TX_01013,2025-06-25,Inflow,Booking Revenue,37134.29,CLI_017
TX_01014,2025-06-25,Inflow,Booking Revenue,168234.44,CLI_025
TX_01015,2025-06-25,Inflow,Booking Revenue,195823.62,CLI_014
TX_01016,2025-06-25,Outflow,Operations,15595.58,
TX_01017,2025-06-26,Inflow,Booking Revenue,80903.91,CLI_036
TX_01018,2025-06-26,Inflow,Booking Revenue,126563.41,CLI_045
TX_01019,2025-06-26,Inflow,Booking Revenue,56634.19,CLI_007
TX_01020,2025-06-26,Inflow,Booking Revenue,99719.74,CLI_036
TX_01021,2025-06-26,Inflow,Booking Revenue,151576.95,CLI_047
TX_01022,2025-06-26,Inflow,Booking Revenue,28852.45,CLI_026
TX_01023,2025-06-26,Inflow,Booking Revenue,125900.64,CLI_020
TX_01024,2025-06-26,Inflow,Booking Revenue,94073.27,CLI_011
TX_01025,2025-06-26,Inflow,Booking Revenue,166343.83,CLI_023
TX_01026,2025-06-26,Inflow,Booking Revenue,226870.3,CLI_050
TX_01027,2025-06-26,Inflow,Booking Revenue,84221.68,CLI_047
TX_01028,2025-06-26,Inflow,Booking Revenue,188123.54,CLI_006
TX_01029,2025-06-26,Inflow,Booking Revenue,132072.23,CLI_017
TX_01030,2025-06-26,Inflow,Booking Revenue,191641.91,CLI_022
TX_01031,2025-06-26,Outflow,Operations,19276.02,
TX_01032,2025-06-27,Inflow,Booking Revenue,70660.64,CLI_042
TX_01033,2025-06-27,Inflow,Booking Revenue,39496.1,CLI_050
TX_01034,2025-06-27,Inflow,Booking Revenue,128394.77,CLI_033
TX_01035,2025-06-27,Inflow,Booking Revenue,173602.47,CLI_031
TX_01036,2025-06-27,Inflow,Booking Revenue,176971.27,CLI_030
TX_01037,2025-06-27,Inflow,Booking Revenue,164803.8,CLI_028
TX_01038,2025-06-27,Outflow,Operations,10578.35,
TX_01039,2025-06-28,Inflow,Booking Revenue,62807.79,CLI_034
TX_01040,2025-06-28,Inflow,Booking Revenue,52634.04,CLI_016
TX_01041,2025-06-28,Inflow,Booking Revenue,151822.79,CLI_011
TX_01042,2025-06-28,Inflow,Booking Revenue,132927.46,CLI_002
TX_01043,2025-06-28,Inflow,Booking Revenue,58756.61,CLI_002
TX_01044,2025-06-28,Outflow,Operations,12494.98,
TX_01045,2025-06-29,Inflow,Booking Revenue,52716.74,CLI_007
TX_01046,2025-06-29,Inflow,Booking Revenue,69222.2,CLI_034
TX_01047,2025-06-29,Inflow,Booking Revenue,30510.61,CLI_026
TX_01048,2025-06-29,Inflow,Booking Revenue,122080.9,CLI_009
TX_01049,2025-06-29,Inflow,Booking Revenue,73676.71,CLI_021
TX_01050,2025-06-29,Inflow,Booking Revenue,60532.15,CLI_039
TX_01051,2025-06-29,Outflow,Operations,6274.01,
TX_01052,2025-06-30,Inflow,Booking Revenue,162710.3,CLI_005
TX_01053,2025-06-30,Inflow,Booking Revenue,57700.3,CLI_004
TX_01054,2025-06-30,Inflow,Booking Revenue,29910.44,CLI_048
TX_01055,2025-06-30,Inflow,Booking Revenue,138100.49,CLI_023
TX_01056,2025-06-30,Inflow,Booking Revenue,84836.44,CLI_040
TX_01057,2025-06-30,Inflow,Booking Revenue,101674.7,CLI_040
TX_01058,2025-06-30,Inflow,Booking Revenue,20626.93,CLI_007
TX_01059,2025-06-30,Inflow,Booking Revenue,111473.7,CLI_011
TX_01060,2025-06-30,Inflow,Booking Revenue,121214.18,CLI_047
TX_01061,2025-06-30,Outflow,Operations,13400.86,
TX_01062,2025-07-01,Inflow,Booking Revenue,72954.39,CLI_035
TX_01063,2025-07-01,Inflow,Booking Revenue,69923.54,CLI_011
TX_01064,2025-07-01,Inflow,Booking Revenue,46315.92,CLI_018
TX_01065,2025-07-01,Inflow,Booking Revenue,141954.45,CLI_012
TX_01066,2025-07-01,Inflow,Booking Revenue,169007.1,CLI_009
TX_01067,2025-07-01,Outflow,Operations,13860.15,
TX_01068,2025-07-02,Inflow,Booking Revenue,12987.38,CLI_047
TX_01069,2025-07-02,Inflow,Booking Revenue,65677.36,CLI_001
TX_01070,2025-07-02,Inflow,Booking Revenue,164127.24,CLI_049
TX_01071,2025-07-02,Inflow,Booking Revenue,118102.31,CLI_025
TX_01072,2025-07-02,Inflow,Booking Revenue,55513.28,CLI_002
TX_01073,2025-07-02,Inflow,Booking Revenue,161389.31,CLI_033
TX_01074,2025-07-02,Outflow,Operations,13057.3,
TX_01075,2025-07-03,Inflow,Booking Revenue,40763.05,CLI_044
TX_01076,2025-07-03,Inflow,Booking Revenue,12078.98,CLI_044
TX_01077,2025-07-03,Inflow,Booking Revenue,126810.29,CLI_041
TX_01078,2025-07-03,Inflow,Booking Revenue,142566.56,CLI_002
TX_01079,2025-07-03,Inflow,Booking Revenue,218398.6,CLI_032
TX_01080,2025-07-03,Inflow,Booking Revenue,34432.57,CLI_006
TX_01081,2025-07-03,Inflow,Booking Revenue,21102.34,CLI_016
TX_01082,2025-07-03,Outflow,Operations,10228.83,
TX_01083,2025-07-04,Inflow,Booking Revenue,20243.87,CLI_007
TX_01084,2025-07-04,Inflow,Booking Revenue,162917.4,CLI_037
TX_01085,2025-07-04,Inflow,Booking Revenue,154238.58,CLI_019
TX_01086,2025-07-04,Inflow,Booking Revenue,44642.52,CLI_018
TX_01087,2025-07-04,Inflow,Booking Revenue,257297.18,CLI_027
TX_01088,2025-07-04,Inflow,Booking Revenue,80029.54,CLI_032
TX_01089,2025-07-04,Outflow,Operations,19204.28,
TX_01090,2025-07-05,Inflow,Booking Revenue,218029.71,CLI_045
TX_01091,2025-07-05,Inflow,Booking Revenue,80473.7,CLI_042
TX_01092,2025-07-05,Inflow,Booking Revenue,32564.96,CLI_010
TX_01093,2025-07-05,Inflow,Booking Revenue,137181.6,CLI_048
TX_01094,2025-07-05,Inflow,Booking Revenue,119818.9,CLI_008
TX_01095,2025-07-05,Inflow,Booking Revenue,19834.13,CLI_044
TX_01096,2025-07-05,Inflow,Booking Revenue,88873.78,CLI_035
TX_01097,2025-07-05,Inflow,Booking Revenue,35248.93,CLI_018
TX_01098,2025-07-05,Inflow,Booking Revenue,43877.48,CLI_044
TX_01099,2025-07-05,Outflow,Operations,8725.8,
TX_01100,2025-07-06,Inflow,Booking Revenue,114280.97,CLI_045
TX_01101,2025-07-06,Inflow,Booking Revenue,221665.79,CLI_038
TX_01102,2025-07-06,Inflow,Booking Revenue,72619.62,CLI_029
TX_01103,2025-07-06,Inflow,Booking Revenue,34869.41,CLI_039
TX_01104,2025-07-06,Inflow,Booking Revenue,20584.85,CLI_037
TX_01105,2025-07-06,Inflow,Booking Revenue,168552.01,CLI_022
TX_01106,2025-07-06,Outflow,Operations,8044.55,
TX_01107,2025-07-07,Inflow,Booking Revenue,19680.17,CLI_049
TX_01108,2025-07-07,Inflow,Booking Revenue,26871.68,CLI_014
TX_01109,2025-07-07,Inflow,Booking Revenue,109463.45,CLI_043
TX_01110,2025-07-07,Outflow,Operations,17347.66,
TX_01111,2025-07-08,Inflow,Booking Revenue,128987.27,CLI_048
TX_01112,2025-07-08,Inflow,Booking Revenue,64707.8,CLI_033
TX_01113,2025-07-08,Inflow,Booking Revenue,156951.02,CLI_026
TX_01114,2025-07-08,Inflow,Booking Revenue,142584.0,CLI_042
TX_01115,2025-07-08,Inflow,Booking Revenue,83879.82,CLI_040
TX_01116,2025-07-08,Inflow,Booking Revenue,210293.65,CLI_030
TX_01117,2025-07-08,Inflow,Booking Revenue,62637.1,CLI_044
TX_01118,2025-07-08,Inflow,Booking Revenue,27720.13,CLI_049
TX_01119,2025-07-08,Outflow,Operations,14674.8,
TX_01120,2025-07-09,Inflow,Booking Revenue,50556.33,CLI_020
TX_01121,2025-07-09,Inflow,Booking Revenue,36397.75,CLI_008
TX_01122,2025-07-09,Inflow,Booking Revenue,97715.73,CLI_012
TX_01123,2025-07-09,Inflow,Booking Revenue,17981.19,CLI_020
TX_01124,2025-07-09,Inflow,Booking Revenue,91828.57,CLI_008
TX_01125,2025-07-09,Inflow,Booking Revenue,226478.2,CLI_033
TX_01126,2025-07-09,Inflow,Booking Revenue,105548.05,CLI_029
TX_01127,2025-07-09,Inflow,Booking Revenue,79570.91,CLI_047
TX_01128,2025-07-09,Inflow,Booking Revenue,93899.6,CLI_009
TX_01129,2025-07-09,Outflow,Operations,9825.47,
TX_01130,2025-07-10,Inflow,Booking Revenue,241057.75,CLI_038
TX_01131,2025-07-10,Inflow,Booking Revenue,136610.28,CLI_026
TX_01132,2025-07-10,Inflow,Booking Revenue,32892.94,CLI_016
TX_01133,2025-07-10,Inflow,Booking Revenue,17235.49,CLI_020
TX_01134,2025-07-10,Inflow,Booking Revenue,76497.57,CLI_006
TX_01135,2025-07-10,Outflow,Operations,17354.28,
TX_01136,2025-07-11,Inflow,Booking Revenue,161994.81,CLI_021
TX_01137,2025-07-11,Inflow,Booking Revenue,156274.85,CLI_044
TX_01138,2025-07-11,Inflow,Booking Revenue,36360.36,CLI_019
TX_01139,2025-07-11,Inflow,Booking Revenue,71095.68,CLI_047
TX_01140,2025-07-11,Inflow,Booking Revenue,90292.15,CLI_047
TX_01141,2025-07-11,Inflow,Booking Revenue,94008.72,CLI_048
TX_01142,2025-07-11,Inflow,Booking Revenue,22159.11,CLI_004
TX_01143,2025-07-11,Inflow,Booking Revenue,172390.6,CLI_008
TX_01144,2025-07-11,Inflow,Booking Revenue,194948.62,CLI_020
TX_01145,2025-07-11,Inflow,Booking Revenue,149455.77,CLI_032
TX_01146,2025-07-11,Inflow,Booking Revenue,124802.24,CLI_029
TX_01147,2025-07-11,Outflow,Operations,13502.91,
TX_01148,2025-07-12,Inflow,Booking Revenue,60618.23,CLI_046
TX_01149,2025-07-12,Inflow,Booking Revenue,89294.98,CLI_021
TX_01150,2025-07-12,Inflow,Booking Revenue,129069.12,CLI_025
TX_01151,2025-07-12,Inflow,Booking Revenue,201133.75,CLI_043
TX_01152,2025-07-12,Inflow,Booking Revenue,67540.93,CLI_044
TX_01153,2025-07-12,Inflow,Booking Revenue,22880.82,CLI_031
TX_01154,2025-07-12,Inflow,Booking Revenue,83373.2,CLI_027
TX_01155,2025-07-12,Inflow,Booking Revenue,18731.38,CLI_021
TX_01156,2025-07-12,Inflow,Booking Revenue,228562.54,CLI_043
TX_01157,2025-07-12,Inflow,Booking Revenue,41526.77,CLI_033
TX_01158,2025-07-12,Outflow,Operations,5767.27,
TX_01159,2025-07-13,Inflow,Booking Revenue,148778.18,CLI_019
TX_01160,2025-07-13,Inflow,Booking Revenue,223043.17,CLI_007
TX_01161,2025-07-13,Inflow,Booking Revenue,156627.96,CLI_042
TX_01162,2025-07-13,Inflow,Booking Revenue,239077.4,CLI_011
TX_01163,2025-07-13,Inflow,Booking Revenue,141801.62,CLI_007
TX_01164,2025-07-13,Inflow,Booking Revenue,24225.48,CLI_024
TX_01165,2025-07-13,Inflow,Booking Revenue,146639.15,CLI_018
TX_01166,2025-07-13,Inflow,Booking Revenue,133965.55,CLI_048
TX_01167,2025-07-13,Outflow,Operations,17732.92,
TX_01168,2025-07-14,Inflow,Booking Revenue,83940.03,CLI_034
TX_01169,2025-07-14,Inflow,Booking Revenue,120670.98,CLI_029
TX_01170,2025-07-14,Inflow,Booking Revenue,127875.19,CLI_034
TX_01171,2025-07-14,Inflow,Booking Revenue,200131.7,CLI_016
TX_01172,2025-07-14,Inflow,Booking Revenue,57521.96,CLI_045
TX_01173,2025-07-14,Inflow,Booking Revenue,174759.65,CLI_007
TX_01174,2025-07-14,Inflow,Booking Revenue,123155.79,CLI_040
TX_01175,2025-07-14,Outflow,Operations,9151.58,
TX_01176,2025-07-15,Inflow,Booking Revenue,15947.64,CLI_029
TX_01177,2025-07-15,Inflow,Booking Revenue,160304.93,CLI_024
TX_01178,2025-07-15,Inflow,Booking Revenue,140668.94,CLI_025
TX_01179,2025-07-15,Inflow,Booking Revenue,17696.57,CLI_034
