previous_consumption,people,temperature,day_of_week,is_holiday,food_demand
383,9,21,3,0,348.4487030000489
270,2,39,6,1,300.19990541124895
198,3,21,1,0,225.632028053027
201,12,33,2,0,381.3841964518412
171,8,20,1,0,259.48161773488357
44,1,25,5,0,53.498383990764715
474,10,25,4,0,401.0533004413346
199,7,21,0,1,265.5315422174382
217,7,16,1,1,274.40496888238454
363,13,33,3,0,440.5834583848339
180,1,18,2,0,144.8750366535175
196,9,20,2,1,275.15106946993626
304,8,31,0,1,396.148386941627
82,4,39,5,1,239.10477378812828
169,10,19,0,0,246.27292216160228
173,11,21,5,1,286.26912943676706
175,5,23,1,1,236.7050932796977
389,2,39,4,0,327.7418099205169
488,13,15,3,0,468.3563886974197
68,9,15,2,1,234.19910613088464
474,12,33,0,0,474.2057687912734
356,12,20,3,1,430.92558087622706
103,6,32,5,1,254.38954264397006
380,3,24,4,0,291.2421841027448
196,12,25,2,0,339.5101745551337
167,7,15,2,1,215.23531041521022
137,9,15,5,0,276.26564632917507
361,3,27,4,0,246.4749231381996
495,2,19,2,0,318.6284404084133
82,7,34,4,0,210.9910450749703
208,7,15,2,0,236.86187019818513
379,4,34,1,0,334.8965136279203
68,11,17,5,0,218.84378398006638
346,9,32,4,1,393.3458474412583
276,14,23,3,0,371.06789607308957
243,8,28,1,1,349.94317700830214
160,13,31,6,0,342.3217084213408
497,13,37,3,1,560.2443618271064
234,1,28,5,0,204.23967705268035
454,1,18,2,1,347.82825521227693
398,5,19,6,0,348.3389165041174
459,6,35,3,1,425.96083247574757
230,3,31,1,0,225.15925395505923
337,13,36,6,0,424.8571626007636
51,9,39,6,1,283.3831555778928
177,12,16,4,1,344.6422591792402
304,10,37,0,0,361.4121733125965
324,14,36,3,1,488.39565903334585
448,6,19,0,1,402.1670898738803
496,4,18,5,0,321.56706754100816
305,12,18,3,1,402.2982794184022
163,7,20,3,0,225.18542111295133
443,8,34,4,1,439.39226986771826
38,9,35,2,0,204.9469354120106
37,13,27,1,1,260.96888481741536
276,11,36,1,0,359.89167399501883
97,6,19,1,0,158.59083372561196
390,6,37,5,1,396.0644613509371
194,8,39,6,1,332.39026232632847
213,12,37,2,0,366.7518446030706
495,5,21,0,0,336.5653865354375
132,14,34,1,1,351.6088325105689
133,3,15,0,1,159.16654629843543
241,12,28,2,1,386.9628602513189
185,3,38,5,1,236.79784909343945
454,13,18,2,1,494.2127819912958
338,6,31,4,1,370.50940633475017
151,2,35,6,0,155.51412384747337
404,6,28,1,1,358.7745900169905
283,13,30,5,1,429.20719972184435
432,6,28,4,1,390.3593872738168
74,8,30,1,1,261.8672712301383
378,7,38,2,0,370.1515331955612
150,8,34,2,0,297.81042459674785
307,14,22,3,0,375.7425046227724
285,9,38,3,0,370.30433719928163
477,6,17,2,1,396.4865239221032
486,14,39,2,0,502.9399786594492
385,3,33,0,1,292.14081425294484
181,10,15,6,1,277.9996186683872
399,3,16,0,0,300.6817542294552
106,11,29,6,0,297.9046311185675
74,12,36,4,1,316.4269502998927
495,1,24,3,0,303.25454033014773
307,11,32,3,0,365.378060067576
197,13,36,2,1,391.75221361286987
410,5,28,2,1,356.51676629003356
368,14,31,4,1,520.1988410199921
27,4,27,5,1,132.76888799702533
340,9,15,5,1,372.84875408152453
332,9,19,5,0,374.14142683062335
266,14,27,3,1,442.49165631644905
342,5,39,0,1,331.5144659295168
491,10,28,5,1,450.653396048213
490,4,38,1,0,386.48802410104713
462,7,17,4,1,403.01046411137395
274,6,29,5,1,339.64818194493364
347,4,33,1,0,310.46895697368853
73,13,31,5,1,313.8032015166227
268,13,17,0,1,381.9457054278417
258,10,30,0,1,342.8768459904209
248,2,28,5,0,212.587286765595
86,1,26,1,0,81.91103498333473
70,4,26,4,1,195.19980695189048
116,4,25,1,1,209.7831042243773
111,13,31,4,1,353.6491200094535
283,1,22,5,0,174.06345776504415
437,6,31,4,0,367.5007319777973
310,4,35,2,0,277.2138875849286
115,1,39,3,0,152.55612768918851
107,1,37,6,0,153.070257616119
97,13,34,3,0,301.22805899129315
307,1,25,0,1,238.98032951349555
139,8,39,2,0,281.0985567307064
321,10,39,3,1,395.9100007443367
419,8,16,5,0,346.56677127158605
471,2,24,4,1,343.6167366406808
184,11,24,4,0,322.9944074605907
201,13,25,1,1,356.12450523181985
488,7,20,1,1,454.79397979192765
417,14,18,4,1,457.4867447766875
242,8,38,5,0,348.0055764815713
330,8,26,4,0,360.9918029798681
451,11,25,1,0,411.8979681550054
485,10,37,3,1,463.85593326057983
26,11,37,0,1,296.3972833769445
349,13,39,1,1,469.9519762989746
282,7,27,5,0,279.86105900782803
180,5,19,3,0,239.23402417962996
170,1,20,3,1,146.121951196009
104,12,15,3,0,247.46122804855946
166,9,20,2,0,245.832033738044
131,13,32,2,0,268.51102345127026
400,7,36,6,0,378.82735518213303
422,2,23,3,1,298.76882889321644
55,6,38,5,0,209.71072229659475
304,2,39,4,0,278.8252544591952
207,1,29,5,1,211.13442000428384
101,14,22,2,1,339.36093259307296
21,7,33,1,0,184.77178228732552
404,13,38,6,0,458.99191630663677
322,2,30,2,0,238.70344099101976
216,13,20,4,0,369.46453895549826
423,14,20,0,1,506.20482888579244
30,14,36,6,1,331.1217396901
253,2,17,2,1,232.50130652704723
405,13,24,5,0,444.2783294244049
214,11,15,6,0,305.69893538652155
490,5,28,5,1,417.89033822340207
138,14,18,3,0,273.5143835934082
415,5,26,3,1,382.62277836182756
39,7,20,3,1,211.18680442314212
280,1,25,6,1,219.38623445785086
312,8,26,0,1,382.8820503231345
441,3,24,4,1,299.1537043067862
275,4,32,6,1,298.559061696275
241,9,21,1,1,328.2986609311251
412,4,21,5,0,301.8105785060112
245,10,25,5,1,352.88734654974627
72,12,18,6,1,293.65461116655126
447,5,34,6,0,330.38863492029594
374,7,15,4,1,372.01929180577963
361,4,27,0,0,286.29452975238365
383,14,32,6,1,515.8090569634936
299,1,23,3,0,223.37035355299886
100,9,38,4,0,252.37859718115342
221,4,38,1,0,244.91347607247573
177,9,23,3,1,299.0884114581827
139,6,37,1,0,265.62520761453345
78,1,23,2,1,107.19108426459894
234,12,24,1,1,366.23854286437387
147,3,16,3,1,148.85623898249716
243,11,20,2,1,358.9781649127214
228,2,29,3,1,219.52981973019334
389,9,17,5,1,383.45656986294847
134,12,25,3,1,356.69380805197517
228,1,20,2,0,152.5326095477292
33,13,17,1,1,272.30955903867755
28,14,38,5,1,320.8279942762028
59,9,25,0,0,206.58339246660145
469,9,29,0,1,512.9357921898328
256,8,27,0,0,267.3004860610825
300,8,34,0,0,350.88137085989916
378,11,24,4,1,480.54746768759367
220,14,20,0,1,411.58171542694373
265,12,29,2,0,371.43884330899516
297,1,39,6,1,248.04463359749815
254,11,32,0,0,382.0954866808682
23,8,32,3,0,214.246919561914
173,10,21,6,1,277.9061512599669
461,14,29,0,0,492.09437540077954
48,3,32,6,1,138.87812107443762
128,11,32,1,1,265.8095992265112
117,7,34,2,0,206.9128503876335
234,11,23,2,0,330.10878452362743
312,1,38,6,1,288.606383545191
94,1,16,5,1,117.53126093714526
345,10,22,4,1,423.9825078500432
165,13,34,3,0,366.08879825487907
147,5,16,6,1,207.9944472577484
360,5,25,2,0,299.9479462475768
61,8,21,1,0,200.15479237416906
375,7,20,0,0,332.1430718041302
60,8,24,2,1,199.4863183685501
441,6,19,1,0,342.59236030621594
53,6,25,0,1,209.81134395750604
36,2,15,4,0,104.29480529642623
184,6,16,2,1,263.20327793611216
172,5,38,2,1,273.6860539525052
397,13,15,6,0,452.64743284929136
95,3,33,6,1,196.9790333612642
106,6,16,1,0,173.22899896913978
136,8,35,5,0,287.57423136066944
381,9,34,6,0,407.9051731766555
361,1,37,3,0,295.5400618751738
488,3,35,4,0,335.247862649485
46,3,38,3,0,126.79462742141365
332,11,18,2,0,350.65189851190206
306,8,26,3,1,358.6355324958951
153,1,36,0,0,199.98699066324593
238,5,34,4,0,239.22106255885737
187,3,32,3,1,250.60730011606103
117,2,15,0,1,124.44862911503662
287,8,15,1,0,335.8503880346207
256,3,38,3,0,217.06696679498464
328,7,28,4,0,339.8060065752305
474,12,18,0,1,500.6075084610915
413,11,19,3,0,421.90009977801503
192,1,25,1,1,173.45500860042523
420,6,38,3,0,354.8731305580155
429,3,37,0,0,358.9480125489811
488,8,27,3,1,468.96813264469944
495,6,30,4,0,418.19521614209384
209,12,38,2,0,383.6194398023174
141,2,27,0,0,123.77836648868188
65,6,38,0,1,197.1805790278535
83,7,36,0,0,205.07352384686044
149,5,16,0,0,171.90717189212742
329,3,30,3,1,287.77595562785433
382,4,20,4,1,326.5499594486773
212,4,28,1,0,244.3050098656356
326,6,15,4,0,277.12009582792865
200,10,31,0,1,325.6936552666428
311,1,25,5,0,236.7584620177989
390,11,33,3,0,420.36071023141585
301,4,17,5,1,276.6464976626824
48,10,25,3,0,217.35053494976813
168,13,19,0,0,323.7994071913848
286,4,31,3,1,274.7219173401406
315,10,36,0,0,394.025444517543
30,1,21,4,0,71.34446596084607
183,9,24,6,0,259.21367539544354
132,4,25,2,1,216.61865972698754
206,7,17,3,0,226.69457741844266
314,12,34,0,1,420.57854804008565
251,14,24,5,1,389.4744620248417
246,3,24,0,0,181.92835679454083
329,10,28,5,1,411.18570758415683
117,12,26,3,0,313.8123329822232
74,3,29,1,0,130.98800550631935
130,14,24,5,0,307.03054977624817
171,8,24,0,1,247.25410441503084
265,8,33,3,0,275.0329784020862
425,11,15,0,0,422.034610914307
88,12,38,1,0,260.5198439546872
331,1,24,2,1,235.62132858804947
308,10,16,6,1,371.6686263674401
269,2,31,6,0,228.2941452537001
55,8,38,1,0,229.99404767101444
258,1,21,4,0,186.13838896977177
167,12,21,3,0,298.36146292410297
486,8,34,1,1,438.2426865069243
246,8,23,2,1,306.31713109455364
263,2,36,0,1,257.71904247877694
356,4,16,3,1,262.1931639546589
465,6,28,5,1,392.7732779224544
384,12,31,1,1,456.5556298070642
220,11,15,2,1,321.22070488293
173,9,23,1,0,260.6489096250126
469,8,34,4,0,435.8745550180256
92,12,35,6,0,311.82971854570457
220,8,33,6,0,326.2270629595507
315,7,18,3,0,268.3419527327796
36,14,22,0,0,263.58509702203867
148,13,27,2,1,377.55159010134247
236,9,18,1,0,254.08528170846807
80,2,23,3,1,122.47541495325027
446,3,23,1,0,301.68528666056886
123,10,36,3,1,354.38647604749593
61,8,32,6,1,225.00934591810534
44,14,26,4,0,305.67641283662516
58,6,24,1,0,166.4420621265998
310,10,25,4,0,332.0709196779424
150,9,21,5,0,307.99648292675664
248,10,23,5,0,323.8929600781161
127,4,20,6,1,201.0240463572023
191,8,33,2,0,292.19015096413426
454,10,30,4,1,476.1391236434423
497,3,29,3,1,424.5414671172412
121,3,21,2,1,213.21887696539181
373,8,30,1,0,347.8680371294239
31,5,19,1,0,168.87449825944475
294,3,30,3,0,237.99734094100182
120,10,15,0,0,246.44481761764817
63,11,33,0,0,233.46963763143253
462,1,19,1,0,304.732128277299
324,3,21,6,1,272.852775173043
464,12,33,6,0,455.01024726843036
36,9,36,3,1,278.7700202806941
349,5,19,0,1,346.2240278981044
76,12,31,4,0,309.40205563437394
330,10,36,1,0,356.54099101229554
322,2,22,5,0,266.47085840099436
31,7,15,4,0,144.48968639005736
337,2,16,3,0,271.530069418478
99,4,29,5,0,179.99907396128313
235,12,34,4,1,400.5266252091699
358,7,32,0,1,378.17042145476785
283,4,25,6,1,281.2267415332016
498,7,39,0,1,448.40971368848784
168,7,24,5,1,245.6387230487432
100,1,38,2,1,163.74676057287843
234,6,38,6,0,306.8177707289754
393,9,18,1,0,339.56750068326096
483,2,19,5,0,336.31332461206785
217,14,18,3,1,387.36779492720916
219,3,27,1,1,254.12949237722515
44,10,39,4,1,296.66320988051615
485,5,27,6,0,390.0668994911628
108,9,32,3,0,253.44803176079427
287,4,38,3,0,280.54686249302983
162,1,16,0,1,175.88193351907412
78,4,30,4,1,168.17410477137798
429,6,15,0,1,340.6108288684961
384,5,33,0,0,323.7062615495172
45,14,23,6,1,314.2618104397465
66,13,17,2,0,300.4174229987957
307,1,39,0,0,247.45965440893224
285,4,21,1,0,284.5030502498582
35,6,24,3,0,165.80915395849672
218,13,15,6,0,324.93074699261257
420,10,24,0,0,430.94137297041846
426,10,35,5,0,428.14274350855897
301,14,23,1,1,441.52418896883785
488,4,29,4,0,335.2725739344626
105,14,29,3,1,320.3267246035552
269,9,17,6,0,314.5731106161503
410,5,39,5,0,380.0745790790318
289,8,19,6,0,341.4133500510655
354,9,23,6,1,371.81255117312367
136,10,36,5,0,319.2748824998169
26,5,23,4,0,160.28893799953994
156,6,37,5,1,262.1767428192649
390,1,21,1,1,309.76173778912755
195,11,38,6,1,387.38432752570395
347,12,37,4,1,480.3436615707916
334,7,26,6,0,367.347207574864
234,4,39,5,0,277.01323695099995
496,11,23,4,1,446.2620374127572
101,2,20,4,0,126.95120991995105
242,5,37,0,1,268.66396997861034
497,12,16,0,1,493.52900140554294
391,3,23,0,1,318.3725572291061
442,6,31,5,0,361.32610194476155
421,8,15,3,1,369.94793713653235
462,7,33,1,0,391.3933619850553
122,3,20,5,0,139.25678897143825
292,8,19,6,0,301.36590308130775
33,2,16,0,1,110.60867812273725
178,10,23,4,0,296.7050165108453
171,9,28,5,1,300.24895381956094
127,4,18,4,0,185.0929686934399
207,1,18,6,0,153.73522984643816
320,8,35,4,0,368.48981637146744
117,7,29,4,1,245.41038365219384
150,11,22,2,1,368.8741833867372
312,13,18,3,1,426.3452835006773
190,5,30,1,1,292.7059720263321
443,10,35,1,0,427.6211602237442
493,13,18,0,0,468.5569944338773
202,5,30,2,1,260.95724694701175
490,7,36,5,1,501.4599985353617
383,5,26,5,1,344.245199638688
58,8,30,1,1,222.53131810086532
34,11,33,3,0,274.0181290709437
395,13,22,4,1,467.6760869147254
23,6,20,6,1,167.13761078698369
368,13,24,0,0,414.79435377044285
489,5,19,3,1,397.2765711640403
428,9,32,1,0,434.253112672194
416,11,24,2,1,466.76170881536274
229,2,24,0,0,182.91332445009238
180,1,21,1,1,157.24594624688825
35,8,32,5,1,151.1175768647225
445,12,15,0,1,443.59062583647534
127,3,21,1,1,173.05730917317302
401,14,35,5,1,509.31920336818627
469,11,15,6,0,424.0837745439446
330,12,29,5,1,489.0175389521878
246,12,18,4,0,348.8273027446526
189,12,34,2,0,317.7471454774394
53,7,24,4,0,192.61134796843675
433,10,37,1,0,448.3295344154231
270,13,23,6,1,385.0017877596239
266,11,16,3,1,365.77611106664716
288,8,28,6,1,360.60302526367207
160,13,30,6,1,385.49008848895437
293,13,15,6,0,335.9865549299655
435,6,16,4,0,352.46156022427016
115,12,21,3,0,307.6980931053784
246,10,24,5,1,388.7537315801609
398,14,36,1,1,486.4786494710713
58,9,34,2,1,259.08095454732944
321,7,15,3,1,324.5186894306531
48,10,27,1,0,241.5103747316457
465,5,15,3,1,364.2074180494362
496,8,19,4,1,421.69212857521654
337,2,30,1,0,262.8435274516978
264,7,29,4,0,288.2499586768507
255,4,31,0,1,290.74379061370485
204,9,37,1,1,324.80865226308254
291,12,30,3,0,365.0538068790413
459,1,27,0,1,354.8088043644992
255,7,25,4,0,327.9505522760887
258,6,31,4,0,317.44542453446485
396,8,31,3,1,408.5614881410295
285,5,16,0,0,270.6025434316236
433,1,27,6,1,301.7743443557326
428,1,28,5,1,325.16358578104655
378,9,25,2,1,392.32394466160036
359,10,24,3,1,432.6300823588022
408,6,17,4,0,350.4692943584769
84,10,31,1,1,325.51908222194953
497,5,29,0,1,406.91389824935004
196,1,23,5,0,190.58067402184003
22,6,24,2,1,189.12930123856177
448,6,22,1,1,389.507769384687
161,3,35,0,1,232.23987680193122
395,13,27,5,1,510.46026323006976
177,8,32,3,0,269.8612657021249
343,14,19,5,0,417.87876276230855
165,1,20,3,1,126.18595804339759
465,1,31,6,0,306.5590387060391
312,6,25,0,0,301.28723855916365
172,10,34,5,0,288.755044444789
451,13,30,2,0,460.34289602637114
212,1,23,5,1,159.97522847696544
456,6,16,0,0,338.3069880939356
482,1,19,1,1,352.4235819359423
92,14,15,1,1,286.3629539378196
418,13,18,5,0,455.78034503624326
324,6,18,5,1,335.5869309405419
396,3,36,3,0,364.057232422848
363,14,39,0,1,520.2671036980514
471,14,17,3,1,528.5915916221236
159,8,23,2,0,252.85394506449757
206,13,36,6,1,400.0171466849193
312,6,37,1,0,337.0439902619104
80,13,26,4,1,341.97402545416077
446,11,24,4,1,469.4099261490457
399,13,16,0,0,452.33771803729155
217,1,25,0,0,231.16422592675377
314,5,24,4,0,281.4171780964063
459,8,36,0,1,453.4800325517864
338,3,20,1,0,252.15766324152702
321,12,32,2,0,407.1748588257398
363,6,16,2,0,327.962105879527
30,5,16,3,0,123.74109273615178
81,6,24,1,1,212.28356164622707
352,10,30,6,1,411.00700668678417
245,1,26,0,1,229.2811500108311
172,7,15,0,1,240.93607223165262
218,9,35,6,1,319.477052709603
71,2,22,3,1,148.4534398167399
279,10,30,3,0,389.087689428286
78,5,32,0,1,202.2011186726664
91,10,27,0,0,228.67589725745424
167,4,29,6,0,239.81284041318784
368,6,35,1,0,344.911213954397
82,6,26,6,0,201.89116564986375
329,11,22,3,1,388.92068356022503
392,2,24,6,1,304.1954113470648
262,2,28,6,1,275.011087730016
385,4,19,6,0,293.11544937888397
349,1,32,1,1,286.36404384992767
126,9,33,5,1,264.2281204407519
245,14,29,0,1,436.240669438997
332,14,20,4,1,430.28235753850066
237,13,25,6,1,415.8940080114725
444,7,35,4,1,431.0476245417862
260,12,25,5,0,365.82438243524433
278,7,34,0,0,327.45083638102636
395,3,34,3,1,348.005388980866
281,11,35,4,0,409.86906831138856
24,12,32,3,0,287.2007719771671
280,3,39,4,1,268.65512212745733
73,1,32,3,0,112.08575997486957
66,3,24,6,1,172.73069761160824
234,3,16,4,0,175.14794075972992
196,4,23,3,1,202.63878481095503
28,4,28,5,0,114.79590842489235
118,3,33,1,0,167.69669187626738
39,10,24,3,0,136.2079371253122
397,12,37,1,0,430.22220694070904
260,8,18,1,1,280.42929461610896
80,8,20,0,0,222.93344536256967
398,13,28,6,1,498.6295765330597
438,13,18,5,1,485.57127378720764
197,1,29,1,0,173.50023748242762
357,7,30,2,0,354.3961368253888
81,11,21,6,1,257.53329621007657
164,2,31,1,0,199.05777990827315
235,1,33,3,1,230.36042576442864
22,3,33,1,0,140.3519854051926
179,4,31,3,1,259.0283073292928
246,13,20,3,0,368.6822893659454
288,6,25,2,0,290.2583597780234
139,10,30,1,1,314.2687968877668
400,14,39,1,1,516.7404616037102
108,5,22,4,1,212.6591346756816
348,14,25,6,0,438.1241841661568
87,4,21,4,0,135.75958273930988
417,8,38,0,0,416.6942945730702
376,11,36,3,0,430.61000045839666
117,12,39,2,1,370.6957637568762
286,14,33,4,1,412.79166433284513
124,4,24,1,0,170.72441140930533
459,13,23,0,0,456.00194147480056
342,10,18,2,0,346.64754511158327
142,12,37,5,1,366.19496055179803
495,13,29,1,1,501.77879010327337
48,2,27,1,0,110.66271292499812
156,3,39,5,1,231.6087912478956
214,6,16,3,0,208.00100844138746
428,8,16,3,0,369.16145794182484
245,8,30,4,1,317.26893649147576
351,11,23,4,1,460.44967442109163
189,9,27,1,1,337.5393326903659
28,7,17,6,1,184.34519919049794
482,13,23,1,0,473.36502949218254
59,2,27,4,1,153.58100675470524
44,8,35,5,1,257.3495183562837
280,7,36,4,1,352.09065179575276
414,8,16,1,1,368.69704927251126
462,12,22,2,0,450.8082446759417
245,3,23,1,0,215.06026148911178
491,7,30,2,1,446.30550034918406
143,10,16,2,1,289.7672630228354
482,13,20,1,0,490.6166447038985
57,9,36,6,0,262.3344057744023
347,3,22,6,1,312.75127413392056
270,14,19,0,0,394.80639691414365
408,10,23,4,0,374.8459201777428
195,6,15,6,0,241.2268647136542
109,2,23,3,0,146.87612704213956
421,2,24,1,1,313.3841744307198
473,5,37,2,0,386.0947806191231
56,5,18,1,0,140.31161942740357
335,13,17,4,1,417.7435535113935
195,7,24,5,1,245.53930925727988
480,12,29,6,1,485.66914713304925
303,2,25,6,0,213.3698542900438
472,11,28,6,1,447.6433975381484
480,14,20,2,0,467.7346746241518
100,13,26,3,1,349.82398829816805
133,7,27,3,0,235.2183667891823
59,5,31,6,1,177.08030269568619
320,14,30,3,1,446.2355288434406
243,6,17,5,0,270.083672518816
337,8,16,6,1,374.589344165073
368,10,25,0,1,415.39775991738816
134,13,23,2,1,361.49595386763264
205,14,17,5,1,361.18191978107905
342,12,32,2,1,449.54719840241654
75,4,34,6,0,136.01298287950613
59,13,29,5,0,275.21359674302073
373,7,28,6,1,378.06153068989096
59,6,16,5,1,147.79882205164895
366,10,31,6,0,406.8623224080065
480,2,36,0,0,357.20403265251065
256,8,22,2,1,342.22238142888705
308,10,24,5,0,398.6849379462588
281,9,32,0,1,377.8342869851783
235,5,39,1,1,299.2183424686231
166,10,33,6,1,296.9583398100111
355,4,22,4,1,319.33904863201695
187,6,22,5,0,238.68865690816153
111,8,17,3,0,182.3797545680115
372,11,17,0,0,380.198253600656
78,3,26,0,1,166.22265185434688
78,10,36,5,0,271.5905088865612
323,11,31,0,1,435.624828245931
188,11,18,1,1,314.2688543237761
288,1,31,0,0,225.0272165736897
382,4,28,4,1,348.4747096445973
64,4,33,4,1,184.36441534439786
364,1,23,6,1,264.57075405275606
200,9,35,6,0,319.25158893220123
189,3,26,3,1,217.9456826745971
375,5,19,1,0,276.558286368994
210,6,25,4,1,302.46084658769604
174,8,34,5,0,253.27416686004145
441,6,17,2,1,372.60986915461837
207,3,35,2,0,224.935271189278
26,6,29,2,0,170.10416496203294
152,1,28,6,1,180.39233613435283
254,4,25,5,1,208.15748378638767
64,6,34,0,1,205.94972620353323
333,7,22,5,1,351.4258069696687
268,11,18,0,0,332.8181358344749
50,13,26,2,1,312.23332600331804
42,11,22,3,0,250.42989972814877
445,10,20,3,1,452.6337475903837
413,3,29,0,0,294.919685550379
179,9,26,2,0,265.7299469555467
382,12,30,5,0,463.6288080359653
456,12,30,3,1,494.4178169829239
177,7,35,0,1,291.591836364667
58,14,34,5,0,317.1975196581352
434,1,34,2,0,324.7444328576877
101,2,18,1,0,98.47471548840237
375,1,25,2,0,242.57766443636953
277,11,27,6,0,325.4207649714678
225,9,23,2,1,317.572562124935
96,9,18,5,0,230.35186729217924
496,7,26,5,1,427.71519035897444
31,10,23,4,1,276.69625846347355
314,3,27,4,1,288.3240343819162
469,13,30,5,0,487.4546851003202
243,5,20,5,0,229.45727568357916
32,4,24,1,0,96.80287951056195
65,7,27,1,0,189.69335388979684
174,14,21,2,1,376.1677322625635
132,9,33,6,1,294.6386048815571
252,12,38,3,1,416.62226542099023
36,2,33,6,0,100.58647527189802
379,13,31,1,0,421.6055440616247
242,8,27,2,0,292.87582616562
373,9,27,6,0,379.91213845917764
207,10,35,0,0,320.1261793003575
467,14,16,4,0,479.570312074371
363,10,24,6,1,425.0328497867558
384,9,36,3,1,444.45668098532803
182,14,27,2,0,372.1474273035127
345,10,23,6,1,418.60652051332625
486,14,15,5,1,522.941638820064
433,7,28,0,1,414.6265165914612
474,9,30,4,1,500.85922869688966
93,9,34,0,0,265.1723966108166
252,14,29,2,1,407.0966600431992
243,3,15,1,0,159.2390628635505
338,4,31,4,0,286.1769501547669
431,2,38,0,1,363.9948405296301
79,10,27,1,0,262.6790021490048
354,3,29,3,1,284.9905171279303
241,11,30,2,0,360.0884387670067
56,11,30,2,0,275.69372039855125
496,5,16,4,1,397.17473792183745
297,5,31,0,1,323.81451019959576
215,6,25,3,0,244.84378782395046
423,13,22,5,1,471.2999587177639
371,7,34,4,0,374.2109263979606
261,7,17,5,1,311.1669389948304
343,1,26,4,0,231.95725906723456
238,14,34,0,0,447.8421269733976
211,2,30,3,0,165.30402183032948
36,12,28,0,0,249.35737494395357
31,9,30,2,0,195.0720556911321
425,10,35,5,1,470.18351762675326
420,2,31,1,0,263.0207272356285
413,6,25,6,1,401.8853254584986
393,11,31,2,1,473.60900670156155
212,11,33,2,0,342.34708874852504
41,1,36,5,0,101.29352168389207
493,3,15,4,1,365.8261970113203
139,2,26,2,0,158.07412797250183
229,3,29,6,0,236.54033090658615
325,5,32,3,1,329.0509437292451
289,11,37,2,1,409.87051595287863
211,10,28,3,1,363.0547483538441
194,6,15,0,1,259.6732404258482
304,9,27,4,1,367.5197376934769
223,12,29,3,1,386.8567638679779
183,11,21,2,0,302.19628335224496
270,10,29,4,1,382.34407385655527
246,12,34,6,1,426.3890144684718
455,12,24,4,0,448.5025919335412
400,13,28,3,0,438.1089413621802
479,4,20,3,0,344.975838505724
26,7,28,1,0,163.26892491725945
48,6,38,1,0,171.78163872905927
414,2,39,4,0,334.87102054625313
52,10,36,5,1,272.25587640433463
153,11,26,5,0,256.1387431738476
386,11,25,1,0,424.948314263002
98,11,39,2,0,283.2369698875843
435,8,34,0,0,417.0566457727985
454,7,36,4,1,455.6688260669577
478,7,38,0,0,423.79294794023974
77,14,39,1,0,285.7904114289764
490,8,33,3,1,421.72659752277855
45,12,16,6,1,251.0518362841147
449,12,36,4,1,505.36286800270466
245,13,34,1,0,409.50283175052834
304,14,15,2,1,427.826672866376
23,11,22,6,1,302.84546677943916
484,1,39,4,1,335.1714652468795
118,13,28,4,0,312.42583661800165
416,1,23,5,0,260.09058226466254
58,8,16,3,1,215.69275991882668
290,4,39,4,0,318.0334890755579
394,5,37,3,0,382.29827870332696
304,8,19,1,0,311.0892073859289
176,5,37,2,0,254.2302777633758
94,10,39,6,0,279.3110000129058
391,4,22,6,1,307.9941219333918
307,12,30,2,1,423.7864080440972
149,6,36,4,1,256.3978116917698
194,13,30,4,1,380.7446115101318
481,12,27,1,0,457.4582623175941
103,5,34,5,1,227.6029403736494
41,14,29,5,1,324.6130050595378
478,7,15,5,0,388.0850619004184
46,14,36,3,0,311.19719888735364
214,10,17,5,0,323.6921769765853
356,7,20,2,0,366.8440488016867
401,13,36,6,1,489.40936519496813
255,4,28,6,0,262.9013557736505
459,12,18,3,0,487.79200355816675
111,13,32,1,0,334.4224532050463
496,5,29,2,0,395.3464698785358
40,13,23,6,0,224.56286196459268
322,3,32,2,0,258.8384813542821
483,4,17,6,1,357.25792100053525
376,14,24,0,1,503.7438142637268
462,4,31,1,1,368.3878091723714
103,3,21,1,0,136.79250640054613
281,13,29,0,0,410.3055090801952
166,10,15,3,1,277.4860130089953
460,5,39,6,1,418.5817937011468
472,5,25,6,1,393.9754680900219
406,11,31,6,1,477.5422025050393
276,7,19,5,0,294.17698282254486
77,4,21,5,1,183.04584026250186
399,13,33,5,0,464.51570340783314
441,4,39,5,0,324.980880582683
34,9,38,5,0,230.7932425537299
181,6,29,0,1,269.60608370610447
464,4,17,1,1,371.3308950354233
182,2,29,3,1,200.54143309994544
339,6,19,2,0,298.3359816945899
300,2,37,5,0,255.46721976337753
299,5,26,0,1,292.2489069203026
31,6,34,6,0,150.43444693177184
293,4,19,3,1,282.1508164099014
290,14,17,3,0,409.1552615130313
227,13,23,3,0,342.0018007515384
46,3,23,0,0,109.64464950912077
91,7,21,2,0,209.0909844045031
79,2,16,5,0,120.03416946019428
449,13,37,3,0,498.12850936624613
492,11,37,0,0,493.28403198860116
164,14,35,6,1,402.64099676971676
112,6,30,1,0,220.22067960523452
328,13,23,6,0,383.5716121657584
27,4,27,0,1,195.844207780826
98,6,33,0,1,240.48007804885515
46,4,34,0,1,195.59664225681283
193,4,31,3,1,233.2639150252974
69,4,20,0,0,130.78198609648666
218,9,18,1,0,287.5396740185319
406,7,15,3,1,331.9118455500585
368,3,32,6,0,274.9771989759626
467,3,33,1,1,359.9942904244581
447,6,23,4,0,333.92726590884416
200,6,27,6,0,246.12165420516683
43,4,22,0,0,124.0183467586762
335,9,37,5,0,404.9741462004155
